Name,League,Team,Stat,Versus,Prizepicks,Odds Type
Jeremy Peña,MLB,HOU,RBIs,NYM,0.5,demon
Brandon Nimmo,MLB,NYM,Total Bases,HOU,1.5,demon
Brett Baty,MLB,NYM,Singles,HOU,0.5,demon
Yainer Diaz,MLB,HOU,Doubles,NYM,0.5,demon
Jesse Winker,MLB,NYM,Total Bases,HOU,1.5,demon
Francisco Lindor,MLB,NYM,RBIs,HOU,0.5,demon
Christian Walker,MLB,HOU,Total Bases,NYM,4.5,demon
Jose Altuve,MLB,HOU,Total Bases,NYM,2.5,demon
Yordan Alvarez,MLB,HOU,Total Bases,NYM,5.5,demon
Juan Soto,MLB,NYM,Doubles,HOU,0.5,demon
Francisco Lindor,MLB,NYM,Total Bases,HOU,2.5,demon
Francisco Lindor,MLB,NYM,Total Bases,HOU,0.5,goblin
Brett Baty,MLB,NYM,Walks,HOU,0.5,demon
Jesse Winker,MLB,NYM,Hits+Runs+RBIs,HOU,1.5,demon
Jose Siri,MLB,NYM,RBIs,HOU,1.5,demon
Jose Altuve,MLB,HOU,Walks,NYM,0.5,demon
Jesse Winker,MLB,NYM,Hits,HOU,1.5,demon
Jose Siri,MLB,NYM,Hits,HOU,1.5,demon
Brandon Nimmo,MLB,NYM,Hits,HOU,1.5,demon
Pete Alonso,MLB,NYM,Hits,HOU,1.5,demon
Pete Alonso,MLB,NYM,Total Bases,HOU,4.5,demon
Juan Soto,MLB,NYM,Total Bases,HOU,2.5,demon
Jose Altuve,MLB,HOU,Hits,NYM,1.5,demon
Jose Altuve,MLB,HOU,Hits,NYM,0.5,goblin
Jake Meyers,MLB,HOU,Total Bases,NYM,1.5,demon
Yordan Alvarez,MLB,HOU,Total Bases,NYM,4.5,demon
Brandon Nimmo,MLB,NYM,RBIs,HOU,0.5,demon
Yordan Alvarez,MLB,HOU,Total Bases,NYM,2.5,demon
Brandon Nimmo,MLB,NYM,Runs,HOU,1.5,demon
Luis Torrens,MLB,NYM,Total Bases,HOU,3.5,demon
Juan Soto,MLB,NYM,Total Bases,HOU,4.5,demon
Jose Altuve,MLB,HOU,Total Bases,NYM,1.5,demon
Christian Walker,MLB,HOU,Hits,NYM,1.5,demon
Juan Soto,MLB,NYM,Walks,HOU,0.5,goblin
Jose Altuve,MLB,HOU,Total Bases,NYM,3.5,demon
Jeremy Peña,MLB,HOU,RBIs,NYM,1.5,demon
Pete Alonso,MLB,NYM,RBIs,HOU,1.5,demon
Brett Baty,MLB,NYM,RBIs,HOU,0.5,demon
Yordan Alvarez,MLB,HOU,Total Bases,NYM,3.5,demon
Francisco Lindor,MLB,NYM,Total Bases,HOU,4.5,demon
Spencer Schwellenbach,MLB,ATL,Pitcher Strikeouts,SD,4.0,standard
Spencer Arrighetti,MLB,HOU,Pitcher Fantasy Score,NYM,27.5,standard
Jason Heyward,MLB,SD,Total Bases,ATL,0.5,standard
Jurickson Profar,MLB,ATL,Hits+Runs+RBIs,SD,1.5,standard
Elias Díaz,MLB,SD,Total Bases,ATL,0.5,standard
Marcell Ozuna,MLB,ATL,Hits+Runs+RBIs,SD,1.5,standard
Ozzie Albies,MLB,ATL,Hits+Runs+RBIs,SD,1.5,standard
Fernando Tatis Jr.,MLB,SD,Hits+Runs+RBIs,ATL,1.5,standard
Matt Olson,MLB,ATL,Hits+Runs+RBIs,SD,1.5,standard
Spencer Arrighetti,MLB,HOU,Earned Runs Allowed,NYM,1.5,goblin
Griffin Canning,MLB,NYM,Pitcher Strikeouts,HOU,5.5,demon
Spencer Arrighetti,MLB,HOU,Pitcher Strikeouts,NYM,8.5,demon
Luis Arraez,MLB,SD,Hits+Runs+RBIs,ATL,1.5,standard
Griffin Canning,MLB,NYM,Pitching Outs,HOU,15.5,standard
Griffin Canning,MLB,NYM,Hits Allowed,HOU,4.5,goblin
Griffin Canning,MLB,NYM,Pitcher Strikeouts,HOU,2.5,goblin
Spencer Arrighetti,MLB,HOU,Hits Allowed,NYM,6.5,demon
Spencer Arrighetti,MLB,HOU,Hits Allowed,NYM,2.5,goblin
Griffin Canning,MLB,NYM,Pitcher Strikeouts,HOU,4.5,demon
Spencer Arrighetti,MLB,HOU,Hits Allowed,NYM,5.5,demon
Griffin Canning,MLB,NYM,Pitcher Strikeouts,HOU,6.5,demon
Griffin Canning,MLB,NYM,Earned Runs Allowed,HOU,3.5,demon
Spencer Arrighetti,MLB,HOU,Pitcher Strikeouts,NYM,6.5,demon
Spencer Arrighetti,MLB,HOU,Pitcher Strikeouts,NYM,7.5,demon
Griffin Canning,MLB,NYM,Walks Allowed,HOU,1.5,goblin
Griffin Canning,MLB,NYM,Hits Allowed,HOU,6.5,demon
Spencer Arrighetti,MLB,HOU,Pitcher Strikeouts,NYM,4.5,goblin
Michael Harris II,MLB,ATL,Hits+Runs+RBIs,SD,1.5,standard
Manny Machado,MLB,SD,Hits+Runs+RBIs,ATL,1.5,standard
Matt Olson,MLB,ATL,Runs,SD,1.5,demon
Jake Cronenworth,MLB,SD,RBIs,ATL,0.5,demon
Manny Machado,MLB,SD,Hits+Runs+RBIs,ATL,2.5,demon
Manny Machado,MLB,SD,Total Bases,ATL,2.5,demon
Orlando Arcia,MLB,ATL,Hits,SD,1.5,demon
Jake Cronenworth,MLB,SD,Total Bases,ATL,3.5,demon
Jackson Merrill,MLB,SD,Doubles,ATL,0.5,demon
Manny Machado,MLB,SD,Singles,ATL,1.5,demon
Jarred Kelenic,MLB,ATL,Total Bases,SD,3.5,demon
Manny Machado,MLB,SD,Walks,ATL,0.5,demon
Xander Bogaerts,MLB,SD,Hits+Runs+RBIs,ATL,0.5,goblin
Austin Riley,MLB,ATL,Hits,SD,0.5,goblin
Drake Baldwin,MLB,ATL,Hits+Runs+RBIs,SD,0.5,goblin
Marcell Ozuna,MLB,ATL,Hits,SD,1.5,demon
Michael Harris II,MLB,ATL,Total Bases,SD,1.5,demon
Jurickson Profar,MLB,ATL,RBIs,SD,1.5,demon
Luis Arraez,MLB,SD,Hits,ATL,1.5,demon
Michael Harris II,MLB,ATL,Total Bases,SD,3.5,demon
Michael Harris II,MLB,ATL,Total Bases,SD,0.5,goblin
Austin Riley,MLB,ATL,RBIs,SD,0.5,demon
Luis Arraez,MLB,SD,Hits+Runs+RBIs,ATL,2.5,demon
Austin Riley,MLB,ATL,Total Bases,SD,0.5,goblin
Jurickson Profar,MLB,ATL,Hits,SD,0.5,goblin
Xander Bogaerts,MLB,SD,Hits,ATL,1.5,demon
Marcell Ozuna,MLB,ATL,Total Bases,SD,0.5,goblin
Xander Bogaerts,MLB,SD,Walks,ATL,0.5,demon
Gavin Sheets,MLB,SD,Walks,ATL,0.5,demon
Manny Machado,MLB,SD,Total Bases,ATL,4.5,demon
Luis Arraez,MLB,SD,Total Bases,ATL,0.5,goblin
Marcell Ozuna,MLB,ATL,Total Bases,SD,2.5,demon
Jake Cronenworth,MLB,SD,Hits,ATL,1.5,demon
Manny Machado,MLB,SD,RBIs,ATL,1.5,demon
Fernando Tatis Jr.,MLB,SD,Total Bases,ATL,2.5,demon
Marcell Ozuna,MLB,ATL,Hits+Runs+RBIs,SD,2.5,demon
Luis Arraez,MLB,SD,Doubles,ATL,0.5,demon
Drake Baldwin,MLB,ATL,Total Bases,SD,3.5,demon
Luis Arraez,MLB,SD,Hits,ATL,0.5,goblin
Drake Baldwin,MLB,ATL,Runs,SD,0.5,demon
Jackson Merrill,MLB,SD,RBIs,ATL,0.5,demon
Jarred Kelenic,MLB,ATL,Hits+Runs+RBIs,SD,0.5,goblin
Michael Harris II,MLB,ATL,RBIs,SD,0.5,demon
Jarred Kelenic,MLB,ATL,Doubles,SD,0.5,demon
Jake Cronenworth,MLB,SD,Runs,ATL,0.5,demon
Gavin Sheets,MLB,SD,Runs,ATL,0.5,demon
Jarred Kelenic,MLB,ATL,Total Bases,SD,1.5,demon
Jarred Kelenic,MLB,ATL,RBIs,SD,0.5,demon
Marcell Ozuna,MLB,ATL,Hits,SD,0.5,goblin
Fernando Tatis Jr.,MLB,SD,RBIs,ATL,0.5,demon
Manny Machado,MLB,SD,Hits,ATL,0.5,goblin
Elias Díaz,MLB,SD,Singles,ATL,0.5,demon
Jurickson Profar,MLB,ATL,Singles,SD,1.5,demon
Jarred Kelenic,MLB,ATL,Singles,SD,0.5,demon
Michael Harris II,MLB,ATL,Hits,SD,1.5,demon
Luis Arraez,MLB,SD,Singles,ATL,1.5,demon
Matt Olson,MLB,ATL,Hits,SD,0.5,goblin
Elias Díaz,MLB,SD,Total Bases,ATL,1.5,demon
Michael Harris II,MLB,ATL,Hits+Runs+RBIs,SD,2.5,demon
Elias Díaz,MLB,SD,Runs,ATL,0.5,demon
Michael Harris II,MLB,ATL,Singles,SD,1.5,demon
Drake Baldwin,MLB,ATL,Total Bases,SD,1.5,demon
Ozzie Albies,MLB,ATL,Doubles,SD,0.5,demon
Xander Bogaerts,MLB,SD,RBIs,ATL,0.5,demon
Xander Bogaerts,MLB,SD,Doubles,ATL,0.5,demon
Jason Heyward,MLB,SD,Doubles,ATL,0.5,demon
Spencer Arrighetti,MLB,HOU,Pitcher Strikeouts,NYM,5.5,standard
Matt Olson,MLB,ATL,RBIs,SD,0.5,demon
Jackson Merrill,MLB,SD,Total Bases,ATL,4.5,demon
Jackson Merrill,MLB,SD,Runs,ATL,1.5,demon
Gavin Sheets,MLB,SD,Doubles,ATL,0.5,demon
Elias Díaz,MLB,SD,Doubles,ATL,0.5,demon
Xander Bogaerts,MLB,SD,Total Bases,ATL,2.5,demon
Orlando Arcia,MLB,ATL,Total Bases,SD,3.5,demon
Michael Harris II,MLB,ATL,Total Bases,SD,2.5,demon
Luis Arraez,MLB,SD,Walks,ATL,0.5,demon
Michael Harris II,MLB,ATL,Hits,SD,0.5,goblin
Matt Olson,MLB,ATL,Hits,SD,1.5,demon
Jurickson Profar,MLB,ATL,Hits,SD,1.5,demon
Matt Olson,MLB,ATL,Total Bases,SD,4.5,demon
Austin Riley,MLB,ATL,Total Bases,SD,4.5,demon
Jackson Merrill,MLB,SD,Total Bases,ATL,2.5,demon
Jason Heyward,MLB,SD,Hits,ATL,1.5,demon
Jurickson Profar,MLB,ATL,Total Bases,SD,3.5,demon
Jarred Kelenic,MLB,ATL,Total Bases,SD,2.5,demon
Jason Heyward,MLB,SD,Total Bases,ATL,3.5,demon
Manny Machado,MLB,SD,Doubles,ATL,0.5,demon
Jason Heyward,MLB,SD,Walks,ATL,0.5,demon
Michael Harris II,MLB,ATL,RBIs,SD,1.5,demon
Marcell Ozuna,MLB,ATL,RBIs,SD,1.5,demon
Orlando Arcia,MLB,ATL,RBIs,SD,0.5,demon
Drake Baldwin,MLB,ATL,Total Bases,SD,2.5,demon
Austin Riley,MLB,ATL,Singles,SD,1.5,demon
Ozzie Albies,MLB,ATL,Total Bases,SD,3.5,demon
Ozzie Albies,MLB,ATL,Total Bases,SD,2.5,demon
Austin Riley,MLB,ATL,RBIs,SD,1.5,demon
Jurickson Profar,MLB,ATL,Runs,SD,1.5,demon
Jackson Merrill,MLB,SD,RBIs,ATL,1.5,demon
Matt Olson,MLB,ATL,Hits+Runs+RBIs,SD,2.5,demon
Ozzie Albies,MLB,ATL,Hits,SD,1.5,demon
Elias Díaz,MLB,SD,Hits+Runs+RBIs,ATL,1.5,demon
Matt Olson,MLB,ATL,Doubles,SD,0.5,demon
Jackson Merrill,MLB,SD,Total Bases,ATL,3.5,demon
Ozzie Albies,MLB,ATL,RBIs,SD,0.5,demon
Orlando Arcia,MLB,ATL,Total Bases,SD,2.5,demon
Orlando Arcia,MLB,ATL,Doubles,SD,0.5,demon
Austin Riley,MLB,ATL,Hits,SD,1.5,demon
Spencer Schwellenbach,MLB,ATL,Pitcher Fantasy Score,SD,26.5,standard
Marcell Ozuna,MLB,ATL,Runs,SD,1.5,demon
Austin Riley,MLB,ATL,Doubles,SD,0.5,demon
Matt Olson,MLB,ATL,Total Bases,SD,2.5,demon
Matt Olson,MLB,ATL,Total Bases,SD,3.5,demon
Jake Cronenworth,MLB,SD,Total Bases,ATL,2.5,demon
Fernando Tatis Jr.,MLB,SD,RBIs,ATL,1.5,demon
Austin Riley,MLB,ATL,Hits+Runs+RBIs,SD,2.5,demon
Austin Riley,MLB,ATL,Runs,SD,1.5,demon
Luis Arraez,MLB,SD,Total Bases,ATL,2.5,demon
Manny Machado,MLB,SD,Runs,ATL,0.5,demon
Orlando Arcia,MLB,ATL,Walks,SD,0.5,demon
Jurickson Profar,MLB,ATL,Hits+Runs+RBIs,SD,2.5,demon
Jurickson Profar,MLB,ATL,Total Bases,SD,0.5,goblin
Manny Machado,MLB,SD,Total Bases,ATL,3.5,demon
Orlando Arcia,MLB,ATL,RBIs,SD,1.5,demon
Ozzie Albies,MLB,ATL,RBIs,SD,1.5,demon
Gavin Sheets,MLB,SD,RBIs,ATL,0.5,demon
Orlando Arcia,MLB,ATL,Hits+Runs+RBIs,SD,0.5,goblin
Jake Cronenworth,MLB,SD,Hits+Runs+RBIs,ATL,0.5,goblin
Ozzie Albies,MLB,ATL,Total Bases,SD,0.5,goblin
Ozzie Albies,MLB,ATL,Singles,SD,1.5,demon
Jackson Merrill,MLB,SD,Walks,ATL,0.5,demon
Jason Heyward,MLB,SD,Hits+Runs+RBIs,ATL,1.5,demon
Jurickson Profar,MLB,ATL,Doubles,SD,0.5,demon
Marcell Ozuna,MLB,ATL,RBIs,SD,0.5,demon
Michael Harris II,MLB,ATL,Doubles,SD,0.5,demon
Manny Machado,MLB,SD,Hits,ATL,1.5,demon
Xander Bogaerts,MLB,SD,Total Bases,ATL,3.5,demon
Orlando Arcia,MLB,ATL,Total Bases,SD,1.5,demon
Fernando Tatis Jr.,MLB,SD,Total Bases,ATL,3.5,demon
Jake Cronenworth,MLB,SD,Walks,ATL,0.5,demon
Xander Bogaerts,MLB,SD,Total Bases,ATL,1.5,demon
Elias Díaz,MLB,SD,RBIs,ATL,0.5,demon
Jurickson Profar,MLB,ATL,RBIs,SD,0.5,demon
Jackson Merrill,MLB,SD,Total Bases,ATL,0.5,goblin
Drake Baldwin,MLB,ATL,Hits+Runs+RBIs,SD,1.5,demon
Michael Harris II,MLB,ATL,Walks,SD,0.5,demon
Jason Heyward,MLB,SD,Singles,ATL,0.5,demon
Matt Olson,MLB,ATL,RBIs,SD,1.5,demon
Fernando Tatis Jr.,MLB,SD,Runs,ATL,1.5,demon
Jackson Merrill,MLB,SD,Hits,ATL,1.5,demon
Fernando Tatis Jr.,MLB,SD,Singles,ATL,1.5,demon
Luis Arraez,MLB,SD,Runs,ATL,0.5,demon
Manny Machado,MLB,SD,RBIs,ATL,0.5,demon
Jake Cronenworth,MLB,SD,Doubles,ATL,0.5,demon
Fernando Tatis Jr.,MLB,SD,Doubles,ATL,0.5,demon
Xander Bogaerts,MLB,SD,Runs,ATL,0.5,demon
Jason Heyward,MLB,SD,Total Bases,ATL,1.5,demon
Luis Arraez,MLB,SD,RBIs,ATL,0.5,demon
Jackson Merrill,MLB,SD,Singles,ATL,1.5,demon
Gavin Sheets,MLB,SD,Hits+Runs+RBIs,ATL,1.5,demon
Michael Harris II,MLB,ATL,Runs,SD,0.5,demon
Jarred Kelenic,MLB,ATL,Runs,SD,0.5,demon
Ozzie Albies,MLB,ATL,Hits,SD,0.5,goblin
Jackson Merrill,MLB,SD,Hits,ATL,0.5,goblin
Ozzie Albies,MLB,ATL,Walks,SD,0.5,demon
Matt Olson,MLB,ATL,Total Bases,SD,0.5,goblin
Fernando Tatis Jr.,MLB,SD,Hits,ATL,0.5,goblin
Drake Baldwin,MLB,ATL,Hits,SD,1.5,demon
Manny Machado,MLB,SD,Total Bases,ATL,0.5,goblin
Ozzie Albies,MLB,ATL,Hits+Runs+RBIs,SD,2.5,demon
Jason Heyward,MLB,SD,Total Bases,ATL,2.5,demon
Jackson Merrill,MLB,SD,Hits+Runs+RBIs,ATL,2.5,demon
Fernando Tatis Jr.,MLB,SD,Hits+Runs+RBIs,ATL,2.5,demon
Jurickson Profar,MLB,ATL,Total Bases,SD,4.5,demon
Jurickson Profar,MLB,ATL,Total Bases,SD,2.5,demon
Austin Riley,MLB,ATL,Total Bases,SD,3.5,demon
Austin Riley,MLB,ATL,Total Bases,SD,2.5,demon
Marcell Ozuna,MLB,ATL,Doubles,SD,0.5,demon
Austin Riley,MLB,ATL,Walks,SD,0.5,demon
Drake Baldwin,MLB,ATL,Doubles,SD,0.5,demon
Drake Baldwin,MLB,ATL,Walks,SD,0.5,demon
Fernando Tatis Jr.,MLB,SD,Walks,ATL,0.5,demon
Fernando Tatis Jr.,MLB,SD,Total Bases,ATL,0.5,goblin
Manny Machado,MLB,SD,Total Bases,ATL,1.5,demon
Luis Arraez,MLB,SD,Total Bases,ATL,1.5,demon
Drake Baldwin,MLB,ATL,RBIs,SD,0.5,demon
Elias Díaz,MLB,SD,Hits,ATL,1.5,demon
Elias Díaz,MLB,SD,Total Bases,ATL,2.5,demon
Fernando Tatis Jr.,MLB,SD,Total Bases,ATL,4.5,demon
Marcell Ozuna,MLB,ATL,Total Bases,SD,3.5,demon
Jason Heyward,MLB,SD,Runs,ATL,0.5,demon
Gavin Sheets,MLB,SD,Total Bases,ATL,3.5,demon
Jake Cronenworth,MLB,SD,Total Bases,ATL,1.5,demon
Luis Arraez,MLB,SD,Total Bases,ATL,3.5,demon
Gavin Sheets,MLB,SD,Total Bases,ATL,2.5,demon
Gavin Sheets,MLB,SD,Total Bases,ATL,1.5,demon
Jarred Kelenic,MLB,ATL,Walks,SD,0.5,demon
Jurickson Profar,MLB,ATL,Walks,SD,0.5,demon
Fernando Tatis Jr.,MLB,SD,Hits,ATL,1.5,demon
Orlando Arcia,MLB,ATL,Runs,SD,0.5,demon
Gavin Sheets,MLB,SD,Hits,ATL,1.5,demon
Jarred Kelenic,MLB,ATL,Hits,SD,1.5,demon
Jason Heyward,MLB,SD,RBIs,ATL,0.5,demon
Griffin Canning,MLB,NYM,Pitcher Strikeouts,HOU,4.0,standard
Griffin Canning,MLB,NYM,Earned Runs Allowed,HOU,2.5,standard
Jesse Winker,MLB,NYM,Total Bases,HOU,0.5,standard
Jeremy Peña,MLB,HOU,Hits+Runs+RBIs,NYM,1.5,standard
Brett Baty,MLB,NYM,Total Bases,HOU,0.5,standard
Isaac Paredes,MLB,HOU,Hits+Runs+RBIs,NYM,1.5,standard
Jose Siri,MLB,NYM,Total Bases,HOU,0.5,standard
Mauricio Dubón,MLB,HOU,Hits+Runs+RBIs,NYM,1.5,standard
Juan Soto,MLB,NYM,Hits+Runs+RBIs,HOU,1.5,standard
Randy Vásquez,MLB,SD,Hits Allowed,ATL,3.5,goblin
Randy Vásquez,MLB,SD,Walks Allowed,ATL,1.5,standard
Spencer Schwellenbach,MLB,ATL,Pitcher Strikeouts,SD,7.5,demon
Spencer Schwellenbach,MLB,ATL,Pitcher Strikeouts,SD,6.5,demon
Randy Vásquez,MLB,SD,Hits Allowed,ATL,4.5,standard
Spencer Schwellenbach,MLB,ATL,Pitching Outs,SD,16.5,standard
Randy Vásquez,MLB,SD,Pitcher Strikeouts,ATL,2.5,goblin
Spencer Schwellenbach,MLB,ATL,Hits Allowed,SD,6.5,demon
Spencer Schwellenbach,MLB,ATL,Walks Allowed,SD,1.5,demon
Randy Vásquez,MLB,SD,Pitcher Strikeouts,ATL,4.5,demon
Randy Vásquez,MLB,SD,Pitcher Strikeouts,ATL,5.5,demon
Randy Vásquez,MLB,SD,Hits Allowed,ATL,5.5,demon
Randy Vásquez,MLB,SD,Hits Allowed,ATL,6.5,demon
Randy Vásquez,MLB,SD,Earned Runs Allowed,ATL,1.5,goblin
Yordan Alvarez,MLB,HOU,Runs,NYM,0.5,standard
Spencer Schwellenbach,MLB,ATL,Earned Runs Allowed,SD,2.5,demon
Spencer Schwellenbach,MLB,ATL,Pitcher Strikeouts,SD,5.5,demon
Spencer Schwellenbach,MLB,ATL,Pitcher Strikeouts,SD,3.5,goblin
Spencer Schwellenbach,MLB,ATL,Hits Allowed,SD,3.5,goblin
Pete Alonso,MLB,NYM,Hits+Runs+RBIs,HOU,1.5,standard
Christian Walker,MLB,HOU,Runs,NYM,0.5,standard
Mark Vientos,MLB,NYM,Hits+Runs+RBIs,HOU,1.5,standard
Francisco Lindor,MLB,NYM,Runs,HOU,0.5,standard
Josh Naylor,MLB,AZ,Walks,CHC,0.5,demon
Pete Crow-Armstrong,MLB,CHC,Total Bases,AZ,0.5,goblin
Kyle Tucker,MLB,CHC,Runs,AZ,1.5,demon
Michael Busch,MLB,CHC,RBIs,AZ,0.5,demon
Kyle Tucker,MLB,CHC,RBIs,AZ,1.5,demon
Pete Crow-Armstrong,MLB,CHC,RBIs,AZ,0.5,demon
Ian Happ,MLB,CHC,Total Bases,AZ,4.5,demon
Geraldo Perdomo,MLB,AZ,Runs,CHC,0.5,demon
Ian Happ,MLB,CHC,Total Bases,AZ,2.5,demon
Dansby Swanson,MLB,CHC,Hits,AZ,1.5,demon
Matt Shaw,MLB,CHC,Total Bases,AZ,3.5,demon
Corbin Carroll,MLB,AZ,Total Bases,CHC,2.5,demon
Ian Happ,MLB,CHC,Hits,AZ,0.5,goblin
Matt Shaw,MLB,CHC,Total Bases,AZ,1.5,demon
Dansby Swanson,MLB,CHC,Hits+Runs+RBIs,AZ,0.5,goblin
Dansby Swanson,MLB,CHC,RBIs,AZ,0.5,demon
Kyle Tucker,MLB,CHC,Total Bases,AZ,2.5,demon
Eugenio Suárez,MLB,AZ,Singles,CHC,0.5,demon
Ian Happ,MLB,CHC,Total Bases,AZ,0.5,goblin
Seiya Suzuki,MLB,CHC,Total Bases,AZ,0.5,goblin
Ian Happ,MLB,CHC,Singles,AZ,1.5,demon
Ian Happ,MLB,CHC,Hits,AZ,1.5,demon
Corbin Carroll,MLB,AZ,Hits+Runs+RBIs,CHC,0.5,goblin
Josh Naylor,MLB,AZ,Hits+Runs+RBIs,CHC,0.5,goblin
Matt Shaw,MLB,CHC,Runs,AZ,0.5,demon
Michael Busch,MLB,CHC,Total Bases,AZ,3.5,demon
Lourdes Gurriel Jr.,MLB,AZ,Total Bases,CHC,2.5,demon
Ketel Marte,MLB,AZ,Total Bases,CHC,0.5,goblin
Dansby Swanson,MLB,CHC,RBIs,AZ,1.5,demon
Randal Grichuk,MLB,AZ,Doubles,CHC,0.5,demon
Randal Grichuk,MLB,AZ,RBIs,CHC,0.5,demon
Gabriel Moreno,MLB,AZ,Total Bases,CHC,0.5,goblin
Michael Busch,MLB,CHC,Walks,AZ,0.5,demon
Matt Shaw,MLB,CHC,Total Bases,AZ,2.5,demon
Corbin Carroll,MLB,AZ,Walks,CHC,0.5,demon
Geraldo Perdomo,MLB,AZ,Walks,CHC,0.5,demon
Randal Grichuk,MLB,AZ,Walks,CHC,0.5,demon
Randal Grichuk,MLB,AZ,Total Bases,CHC,3.5,demon
Nico Hoerner,MLB,CHC,Hits,AZ,1.5,demon
Lourdes Gurriel Jr.,MLB,AZ,Hits+Runs+RBIs,CHC,2.5,demon
Randal Grichuk,MLB,AZ,Total Bases,CHC,4.5,demon
Randal Grichuk,MLB,AZ,Hits,CHC,1.5,demon
Nico Hoerner,MLB,CHC,Hits,AZ,0.5,goblin
Kyle Tucker,MLB,CHC,Total Bases,AZ,3.5,demon
Gabriel Moreno,MLB,AZ,Hits+Runs+RBIs,CHC,2.5,demon
Ketel Marte,MLB,AZ,Hits,CHC,1.5,demon
Kyle Tucker,MLB,CHC,Hits,AZ,0.5,goblin
Miguel Amaya,MLB,CHC,Doubles,AZ,0.5,demon
Nico Hoerner,MLB,CHC,Doubles,AZ,0.5,demon
Josh Naylor,MLB,AZ,RBIs,CHC,0.5,demon
Jake McCarthy,MLB,AZ,Runs,CHC,0.5,demon
Ketel Marte,MLB,AZ,Runs,CHC,1.5,demon
Corbin Carroll,MLB,AZ,RBIs,CHC,0.5,demon
Gabriel Moreno,MLB,AZ,Doubles,CHC,0.5,demon
Gabriel Moreno,MLB,AZ,Hits,CHC,0.5,goblin
Seiya Suzuki,MLB,CHC,Doubles,AZ,0.5,demon
Nico Hoerner,MLB,CHC,Total Bases,AZ,1.5,demon
Lourdes Gurriel Jr.,MLB,AZ,Hits,CHC,0.5,goblin
Nico Hoerner,MLB,CHC,RBIs,AZ,0.5,demon
Jake McCarthy,MLB,AZ,RBIs,CHC,0.5,demon
Pete Crow-Armstrong,MLB,CHC,Hits,AZ,1.5,demon
Seiya Suzuki,MLB,CHC,Hits,AZ,1.5,demon
Nico Hoerner,MLB,CHC,Hits+Runs+RBIs,AZ,2.5,demon
Eugenio Suárez,MLB,AZ,Walks,CHC,0.5,demon
Ketel Marte,MLB,AZ,Total Bases,CHC,3.5,demon
Jake McCarthy,MLB,AZ,Hits+Runs+RBIs,CHC,0.5,goblin
Josh Naylor,MLB,AZ,Total Bases,CHC,0.5,goblin
Ketel Marte,MLB,AZ,Total Bases,CHC,2.5,demon
Eugenio Suárez,MLB,AZ,Doubles,CHC,0.5,demon
Lourdes Gurriel Jr.,MLB,AZ,RBIs,CHC,0.5,demon
Eugenio Suárez,MLB,AZ,RBIs,CHC,0.5,demon
Matt Shaw,MLB,CHC,Doubles,AZ,0.5,demon
Josh Naylor,MLB,AZ,Doubles,CHC,0.5,demon
Randal Grichuk,MLB,AZ,Singles,CHC,0.5,demon
Michael Busch,MLB,CHC,Doubles,AZ,0.5,demon
Lourdes Gurriel Jr.,MLB,AZ,Doubles,CHC,0.5,demon
Pete Crow-Armstrong,MLB,CHC,Total Bases,AZ,1.5,demon
Lourdes Gurriel Jr.,MLB,AZ,Singles,CHC,1.5,demon
Seiya Suzuki,MLB,CHC,RBIs,AZ,0.5,demon
Geraldo Perdomo,MLB,AZ,Doubles,CHC,0.5,demon
Geraldo Perdomo,MLB,AZ,RBIs,CHC,0.5,demon
Dansby Swanson,MLB,CHC,Runs,AZ,0.5,demon
Ian Happ,MLB,CHC,Hits+Runs+RBIs,AZ,2.5,demon
Eugenio Suárez,MLB,AZ,Total Bases,CHC,4.5,demon
Dansby Swanson,MLB,CHC,Total Bases,AZ,3.5,demon
Jake McCarthy,MLB,AZ,Total Bases,CHC,3.5,demon
Eugenio Suárez,MLB,AZ,Total Bases,CHC,1.5,demon
Miguel Amaya,MLB,CHC,Total Bases,AZ,1.5,demon
Lourdes Gurriel Jr.,MLB,AZ,Hits,CHC,1.5,demon
Gabriel Moreno,MLB,AZ,Hits,CHC,1.5,demon
Eugenio Suárez,MLB,AZ,Hits,CHC,1.5,demon
Geraldo Perdomo,MLB,AZ,Total Bases,CHC,1.5,demon
Ketel Marte,MLB,AZ,Hits,CHC,0.5,goblin
Lourdes Gurriel Jr.,MLB,AZ,Walks,CHC,0.5,demon
Jake McCarthy,MLB,AZ,Total Bases,CHC,1.5,demon
Jake McCarthy,MLB,AZ,Total Bases,CHC,2.5,demon
Seiya Suzuki,MLB,CHC,Hits,AZ,0.5,goblin
Gabriel Moreno,MLB,AZ,Total Bases,CHC,1.5,demon
Gabriel Moreno,MLB,AZ,RBIs,CHC,0.5,demon
Lourdes Gurriel Jr.,MLB,AZ,RBIs,CHC,1.5,demon
Jake McCarthy,MLB,AZ,Hits,CHC,1.5,demon
Miguel Amaya,MLB,CHC,Hits,AZ,1.5,demon
Josh Naylor,MLB,AZ,Hits,CHC,1.5,demon
Pete Crow-Armstrong,MLB,CHC,Hits+Runs+RBIs,AZ,0.5,goblin
Pete Crow-Armstrong,MLB,CHC,Runs,AZ,0.5,demon
Miguel Amaya,MLB,CHC,Hits+Runs+RBIs,AZ,0.5,goblin
Ketel Marte,MLB,AZ,Total Bases,CHC,5.5,demon
Geraldo Perdomo,MLB,AZ,Hits,CHC,1.5,demon
Gabriel Moreno,MLB,AZ,RBIs,CHC,1.5,demon
